[Pid: 1304][Handle: 0x2f8]	winlogon.exe	opened	C:\Windows\System32\dwm.exe [Pid: 1696]
[Pid: 1448][Handle: 0x11fc]	svchost.exe	opened	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe [Pid: 6100]
[Pid: 1448][Handle: 0x1238]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe [Pid: 19044]
[Pid: 1448][Handle: 0x12b0]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeApp.exe [Pid: 13192]
[Pid: 1448][Handle: 0x12d0]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.7.106.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe [Pid: 11928]
[Pid: 1448][Handle: 0x1308]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19112.115.0_x64__8wekyb3d8bbwe\YourPhone.exe [Pid: 13248]
[Pid: 1448][Handle: 0x1390]	svchost.exe	opened	C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe [Pid: 12548]
[Pid: 1448][Handle: 0x13e8]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe [Pid: 13236]
[Pid: 1448][Handle: 0x1434]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 10024]
[Pid: 1448][Handle: 0x14d4]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeApp.exe [Pid: 13192]
[Pid: 1448][Handle: 0x15f0]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.WindowsStore_12001.1001.1.0_x64__8wekyb3d8bbwe\WinStore.App.exe [Pid: 12348]
[Pid: 1448][Handle: 0x1610]	svchost.exe	opened	C:\Windows\explorer.exe [Pid: 11036]
[Pid: 1448][Handle: 0x1618]	svchost.exe	opened	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe [Pid: 11648]
[Pid: 1448][Handle: 0x1638]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19101.10711.0_x64__8wekyb3d8bbwe\Video.UI.exe [Pid: 21108]
[Pid: 1448][Handle: 0x1650]	svchost.exe	opened	C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe [Pid: 12400]
[Pid: 1448][Handle: 0x17ac]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 22392]
[Pid: 1560][Handle: 0x474]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.IdentityHost.exe [Pid: 2692]
[Pid: 1560][Handle: 0xb50]	svchost.exe	opened	C:\Windows\explorer.exe [Pid: 11036]
[Pid: 1560][Handle: 0xb6c]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 9308]
[Pid: 1560][Handle: 0xed4]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 9312]
[Pid: 1560][Handle: 0x106c]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x64\ServiceHub.DataWarehouseHost.exe [Pid: 8000]
[Pid: 1560][Handle: 0x1088]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 9736]
[Pid: 1560][Handle: 0x10a4]	svchost.exe	opened	C:\Windows\System32\sihost.exe [Pid: 9300]
[Pid: 1560][Handle: 0x10ac]	svchost.exe	opened	C:\Program Files\Far Manager\Far.exe [Pid: 20048]
[Pid: 1560][Handle: 0x10c0]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 10024]
[Pid: 1560][Handle: 0x1124]	svchost.exe	opened	C:\Windows\System32\taskhostw.exe [Pid: 8844]
[Pid: 1560][Handle: 0x1258]	svchost.exe	opened	C:\Program Files (x86)\TeamViewer\TeamViewer.exe [Pid: 1000]
[Pid: 1560][Handle: 0x12cc]	svchost.exe	opened	C:\Windows\System32\AsusDownLoadLicense.exe [Pid: 9508]
[Pid: 1560][Handle: 0x12d4]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 10288]
[Pid: 1560][Handle: 0x12ec]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.VSDetouredHost.exe [Pid: 2800]
[Pid: 1560][Handle: 0x132c]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 19.0.0\avpui.exe [Pid: 12656]
[Pid: 1560][Handle: 0x13dc]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsiAnyCpu.exe [Pid: 7208]
[Pid: 1560][Handle: 0x1474]	svchost.exe	opened	C:\Windows\System32\ctfmon.exe [Pid: 12384]
[Pid: 1560][Handle: 0x14b8]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 20288]
[Pid: 1560][Handle: 0x14c4]	svchost.exe	opened	C:\Windows\System32\svchost.exe [Pid: 16144]
[Pid: 1560][Handle: 0x153c]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe [Pid: 14136]
[Pid: 1560][Handle: 0x1548]	svchost.exe	opened	C:\Program Files\Sublime Text 3\sublime_text.exe [Pid: 16088]
[Pid: 1560][Handle: 0x15d8]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.AnyCPU\ServiceHub.TestWindowStoreHost.exe [Pid: 10904]
[Pid: 1560][Handle: 0x1650]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PerfWatson2.exe [Pid: 10608]
[Pid: 1560][Handle: 0x16e4]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Secure Connection 4.0\ksdeui.exe [Pid: 18136]
[Pid: 1560][Handle: 0x1700]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\controller\Microsoft.ServiceHub.Controller.exe [Pid: 9376]
[Pid: 1560][Handle: 0x1728]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\kpm.exe [Pid: 16508]
[Pid: 1560][Handle: 0x17c4]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe [Pid: 3404]
[Pid: 1560][Handle: 0x180c]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\plugin-nm-server-v2.exe [Pid: 1748]
[Pid: 1560][Handle: 0x1814]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.RoslynCodeAnalysisService32.exe [Pid: 18744]
[Pid: 1560][Handle: 0x18ec]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.SettingsHost.exe [Pid: 10892]
[Pid: 1560][Handle: 0x18f4]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.ThreadedWaitDialog.exe [Pid: 20308]
[Pid: 1560][Handle: 0x1954]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 11952]
[Pid: 1560][Handle: 0x1974]	svchost.exe	opened	C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagician.exe [Pid: 17476]
[Pid: 1560][Handle: 0x19d0]	svchost.exe	opened	C:\Users\Helios\AppData\Roaming\Telegram Desktop\Telegram.exe [Pid: 2380]
[Pid: 1560][Handle: 0x1a38]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 14440]
[Pid: 1560][Handle: 0x1a84]	svchost.exe	opened	C:\Program Files\Canon\Canon MF Network Scanner Selector\CMFNSS6.EXE [Pid: 15516]
[Pid: 1560][Handle: 0x1a90]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 15944]
[Pid: 1560][Handle: 0x1a98]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 16996]
[Pid: 1560][Handle: 0x1acc]	svchost.exe	opened	C:\Program Files\Docker\Docker\Docker Desktop.exe [Pid: 16500]
[Pid: 1560][Handle: 0x1af4]	svchost.exe	opened	C:\Program Files\ShareX\ShareX.exe [Pid: 15708]
[Pid: 1560][Handle: 0x1b20]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\plugin-nm-server-v2.exe [Pid: 19408]
[Pid: 1560][Handle: 0x1b64]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.Host.CLR.x86.exe [Pid: 18268]
[Pid: 1560][Handle: 0x1bc4]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeBridge\SkypeBridge.exe [Pid: 16716]
[Pid: 1560][Handle: 0x1bec]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.Host.CLR.x86.exe [Pid: 19492]
[Pid: 1560][Handle: 0x1c6c]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\plugin-nm-server-v2.exe [Pid: 21520]
[Pid: 1560][Handle: 0x1cb8]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\VC\vcpackages\vcpkgsrv.exe [Pid: 19776]
[Pid: 1560][Handle: 0x1dc0]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PrivateAssemblies\ScriptedSandbox64.exe [Pid: 21760]
[Pid: 1560][Handle: 0x1e00]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\MSBuild\Current\Bin\MSBuild.exe [Pid: 15700]
[Pid: 1860][Handle: 0x448]	svchost.exe	opened	C:\Windows\explorer.exe [Pid: 11036]
[Pid: 1252][Handle: 0x25c]	svchost.exe	opened	C:\Windows\System32\ctfmon.exe [Pid: 12384]
[Pid: 2348][Handle: 0x468]	NVDisplay.Container.exe	opened	C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe [Pid: 9148]
[Pid: 2468][Handle: 0x3b8]	svchost.exe	opened	C:\Windows\System32\sihost.exe [Pid: 9300]
[Pid: 2560][Handle: 0x148]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 21392]
[Pid: 2560][Handle: 0x1a4]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 15648]
[Pid: 2560][Handle: 0x1c0]	svchost.exe	opened	C:\Windows\System32\winlogon.exe [Pid: 1304]
[Pid: 2560][Handle: 0x1c8]	svchost.exe	opened	C:\Windows\System32\winlogon.exe [Pid: 1304]
[Pid: 2560][Handle: 0x1d4]	svchost.exe	opened	C:\Windows\System32\winlogon.exe [Pid: 1304]
[Pid: 2560][Handle: 0x1e4]	svchost.exe	opened	C:\Windows\System32\rundll32.exe [Pid: 10852]
[Pid: 2560][Handle: 0x210]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe [Pid: 9148]
[Pid: 2560][Handle: 0x21c]	svchost.exe	opened	C:\Windows\System32\ApplicationFrameHost.exe [Pid: 11776]
[Pid: 2560][Handle: 0x220]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe [Pid: 9276]
[Pid: 2560][Handle: 0x22c]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 14440]
[Pid: 2560][Handle: 0x230]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe [Pid: 9764]
[Pid: 2560][Handle: 0x23c]	svchost.exe	opened	C:\Windows\System32\sihost.exe [Pid: 9300]
[Pid: 2560][Handle: 0x240]	svchost.exe	opened	C:\Windows\System32\AsusDownLoadLicense.exe [Pid: 9508]
[Pid: 2560][Handle: 0x248]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 19656]
[Pid: 2560][Handle: 0x254]	svchost.exe	opened	C:\Windows\System32\taskhostw.exe [Pid: 8844]
[Pid: 2560][Handle: 0x258]	svchost.exe	opened	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe [Pid: 11648]
[Pid: 2560][Handle: 0x268]	svchost.exe	opened	C:\Windows\explorer.exe [Pid: 11036]
[Pid: 2560][Handle: 0x274]	svchost.exe	opened	C:\Program Files (x86)\TeamViewer\TeamViewer.exe [Pid: 1000]
[Pid: 2560][Handle: 0x278]	svchost.exe	opened	C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe [Pid: 12692]
[Pid: 2560][Handle: 0x27c]	svchost.exe	opened	C:\Windows\System32\ctfmon.exe [Pid: 12384]
[Pid: 2560][Handle: 0x284]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_3.7.106.0_x64__8wekyb3d8bbwe\Microsoft.Notes.exe [Pid: 11928]
[Pid: 2560][Handle: 0x288]	svchost.exe	opened	C:\Program Files\Pentablet\PentabletService.exe [Pid: 16348]
[Pid: 2560][Handle: 0x290]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 11352]
[Pid: 2560][Handle: 0x294]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe [Pid: 14248]
[Pid: 2560][Handle: 0x2a0]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 10796]
[Pid: 2560][Handle: 0x2a4]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19112.115.0_x64__8wekyb3d8bbwe\YourPhone.exe [Pid: 13248]
[Pid: 2560][Handle: 0x2b0]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Security Cloud 19.0.0\avpui.exe [Pid: 12656]
[Pid: 2560][Handle: 0x2b4]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\ShadowPlay\nvsphelper64.exe [Pid: 14116]
[Pid: 2560][Handle: 0x2b8]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 13488]
[Pid: 2560][Handle: 0x2c4]	svchost.exe	opened	C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe [Pid: 12548]
[Pid: 2560][Handle: 0x2cc]	svchost.exe	opened	C:\Windows\System32\SettingSyncHost.exe [Pid: 12484]
[Pid: 2560][Handle: 0x2d0]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 13604]
[Pid: 2560][Handle: 0x2dc]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 16284]
[Pid: 2560][Handle: 0x2e4]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 14556]
[Pid: 2560][Handle: 0x2f0]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 12996]
[Pid: 2560][Handle: 0x2f8]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PerfWatson2.exe [Pid: 10608]
[Pid: 2560][Handle: 0x308]	svchost.exe	opened	C:\Program Files\Canon\Canon MF Network Scanner Selector\CMFNSS6.EXE [Pid: 15516]
[Pid: 2560][Handle: 0x30c]	svchost.exe	opened	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe [Pid: 14136]
[Pid: 2560][Handle: 0x314]	svchost.exe	opened	C:\Program Files (x86)\NVIDIA Corporation\NvNode\NVIDIA Web Helper.exe [Pid: 14516]
[Pid: 2560][Handle: 0x328]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 15944]
[Pid: 2560][Handle: 0x338]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeApp.exe [Pid: 13192]
[Pid: 2560][Handle: 0x340]	svchost.exe	opened	C:\Windows\System32\RtkAudUService64.exe [Pid: 15448]
[Pid: 2560][Handle: 0x344]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 16000]
[Pid: 2560][Handle: 0x354]	svchost.exe	opened	C:\Program Files\Docker\Docker\Docker Desktop.exe [Pid: 16500]
[Pid: 2560][Handle: 0x358]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 16928]
[Pid: 2560][Handle: 0x360]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Password Manager 9.0.2\kpm.exe [Pid: 16508]
[Pid: 2560][Handle: 0x368]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 16996]
[Pid: 2560][Handle: 0x370]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeBridge\SkypeBridge.exe [Pid: 16716]
[Pid: 2560][Handle: 0x37c]	svchost.exe	opened	C:\Users\Helios\AppData\Local\DiscordCanary\app-0.0.259\DiscordCanary.exe [Pid: 18416]
[Pid: 2560][Handle: 0x384]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 16800]
[Pid: 2560][Handle: 0x390]	svchost.exe	opened	C:\Program Files\ShareX\ShareX.exe [Pid: 15708]
[Pid: 2560][Handle: 0x398]	svchost.exe	opened	C:\Program Files (x86)\Panasonic\MFStation\PCCMFSDM.exe [Pid: 17596]
[Pid: 2560][Handle: 0x3a0]	svchost.exe	opened	C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagician.exe [Pid: 17476]
[Pid: 2560][Handle: 0x3b4]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 18904]
[Pid: 2560][Handle: 0x3b8]	svchost.exe	opened	C:\Program Files (x86)\Canon\OIPTonerStatus\CnTnrStsTask.exe [Pid: 18036]
[Pid: 2560][Handle: 0x3c4]	svchost.exe	opened	C:\Program Files (x86)\Kaspersky Lab\Kaspersky Secure Connection 4.0\ksdeui.exe [Pid: 18136]
[Pid: 2560][Handle: 0x3c8]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 7924]
[Pid: 2560][Handle: 0x3cc]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 20236]
[Pid: 2560][Handle: 0x3d0]	svchost.exe	opened	C:\Users\Helios\AppData\Roaming\Telegram Desktop\Telegram.exe [Pid: 2380]
[Pid: 2560][Handle: 0x3d4]	svchost.exe	opened	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe [Pid: 6100]
[Pid: 2560][Handle: 0x3fc]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19101.10711.0_x64__8wekyb3d8bbwe\Video.UI.exe [Pid: 21108]
[Pid: 2560][Handle: 0x410]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 4256]
[Pid: 2560][Handle: 0x424]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.WindowsStore_12001.1001.1.0_x64__8wekyb3d8bbwe\WinStore.App.exe [Pid: 12348]
[Pid: 2560][Handle: 0x42c]	svchost.exe	opened	C:\Windows\System32\RuntimeBroker.exe [Pid: 15100]
[Pid: 2560][Handle: 0x444]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe [Pid: 3404]
[Pid: 2560][Handle: 0x44c]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 19116]
[Pid: 2560][Handle: 0x454]	svchost.exe	opened	C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1910.0.0_x64__8wekyb3d8bbwe\Calculator.exe [Pid: 19044]
[Pid: 2560][Handle: 0x468]	svchost.exe	opened	C:\Program Files (x86)\Cheat Engine 6.8.1\cheatengine-x86_64.exe [Pid: 19668]
[Pid: 2560][Handle: 0x46c]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 6744]
[Pid: 2560][Handle: 0x480]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 8264]
[Pid: 2560][Handle: 0x49c]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.ThreadedWaitDialog.exe [Pid: 20308]
[Pid: 2560][Handle: 0x4a0]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 18328]
[Pid: 2560][Handle: 0x4a4]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 21188]
[Pid: 2560][Handle: 0x4b8]	svchost.exe	opened	C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe [Pid: 12400]
[Pid: 2560][Handle: 0x4c4]	svchost.exe	opened	C:\Program Files\Sublime Text 3\sublime_text.exe [Pid: 16088]
[Pid: 2560][Handle: 0x4f8]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 10948]
[Pid: 2560][Handle: 0x500]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 3924]
[Pid: 2560][Handle: 0x510]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 20700]
[Pid: 2560][Handle: 0x52c]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 13776]
[Pid: 2560][Handle: 0x544]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 3524]
[Pid: 2560][Handle: 0x550]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\CommonExtensions\Microsoft\FSharp\fsiAnyCpu.exe [Pid: 7208]
[Pid: 2560][Handle: 0x568]	svchost.exe	opened	C:\Program Files\Far Manager\Far.exe [Pid: 20048]
[Pid: 2560][Handle: 0x580]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x64\ServiceHub.DataWarehouseHost.exe [Pid: 8000]
[Pid: 2560][Handle: 0x5fc]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 11952]
[Pid: 2560][Handle: 0x61c]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 10812]
[Pid: 2560][Handle: 0x620]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 20760]
[Pid: 2560][Handle: 0x654]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 6268]
[Pid: 2560][Handle: 0x680]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 21704]
[Pid: 2560][Handle: 0x6bc]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 19380]
[Pid: 2560][Handle: 0x6c0]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 12396]
[Pid: 2560][Handle: 0x6f4]	svchost.exe	opened	C:\Windows\System32\conhost.exe [Pid: 22392]
[Pid: 2560][Handle: 0x6fc]	svchost.exe	opened	C:\Program Files (x86)\Google\Chrome\Application\chrome.exe [Pid: 11412]
[Pid: 2560][Handle: 0x7ac]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PrivateAssemblies\ScriptedSandbox64.exe [Pid: 21760]
[Pid: 2560][Handle: 0x7c0]	svchost.exe	opened	C:\Windows\System32\dllhost.exe [Pid: 820]
[Pid: 2580][Handle: 0x2f0]	svchost.exe	opened	C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\devenv.exe [Pid: 3404]
[Pid: 2580][Handle: 0x310]	svchost.exe	opened	C:\Windows\explorer.exe [Pid: 11036]
[Pid: 3000][Handle: 0x580]	svchost.exe	opened	C:\Program Files (x86)\Samsung\Samsung Magician\SamsungMagician.exe [Pid: 17476]
[Pid: 3000][Handle: 0x5c8]	svchost.exe	opened	C:\Windows\System32\taskhostw.exe [Pid: 8844]
[Pid: 3196][Handle: 0x248]	svchost.exe	opened	C:\Windows\System32\dasHost.exe [Pid: 3516]
